,date,RATE,RATE_30days_ago,change,RATE_7days
1684,2010-01-18,1.99,2.0,up,2.01
1685,2010-01-19,1.99,2.0,up,2.01
1686,2010-01-20,1.97,2.0,up,2.01
1687,2010-01-21,2.01,2.0,up,2.01
1688,2010-01-22,2.0,1.99,up,2.01
1689,2010-01-23,2.0,1.99,up,2.01
1690,2010-01-24,2.0,1.98,up,2.01
1691,2010-01-25,2.01,1.98,up,2.01
1692,2010-01-26,2.01,1.98,up,2.0
1693,2010-01-27,2.01,1.98,up,2.0
1694,2010-01-28,2.01,2.0,same,2.0
1695,2010-01-29,2.01,2.0,same,2.0
1696,2010-01-30,2.01,2.0,same,2.0
1697,2010-01-31,2.01,2.01,down,2.0
1698,2010-02-01,2.01,2.01,down,2.0
1699,2010-02-02,2.0,2.01,down,1.99
1700,2010-02-03,2.0,2.01,down,1.97
1701,2010-02-04,2.0,1.99,up,2.02
1702,2010-02-05,2.0,1.98,up,2.02
1703,2010-02-06,2.0,1.96,up,2.02
1704,2010-02-07,2.0,2.0,up,2.02
1705,2010-02-08,2.0,2.0,up,2.02
1706,2010-02-09,1.99,2.0,up,2.02
1707,2010-02-10,1.97,2.0,up,2.02
1708,2010-02-11,2.02,2.0,up,2.02
1709,2010-02-12,2.02,2.0,up,2.01
1710,2010-02-13,2.02,2.0,up,2.01
1711,2010-02-14,2.02,2.0,up,2.01
1712,2010-02-15,2.02,2.0,down,1.98
1713,2010-02-16,2.02,2.0,down,1.92
1714,2010-02-17,2.02,2.0,down,1.9
1715,2010-02-18,2.02,1.99,up,2.02
1716,2010-02-19,2.01,1.99,up,2.02
1717,2010-02-20,2.01,1.97,up,2.02
1718,2010-02-21,2.01,2.01,up,2.02
1719,2010-02-22,1.98,2.0,up,2.02
1720,2010-02-23,1.92,2.0,up,2.02
1721,2010-02-24,1.9,2.0,up,2.01
1722,2010-02-25,2.02,2.01,up,2.02
1723,2010-02-26,2.02,2.01,same,2.01
1724,2010-02-27,2.02,2.01,same,2.01
1725,2010-02-28,2.02,2.01,same,2.01
1726,2010-03-01,2.02,2.01,up,2.02
1727,2010-03-02,2.02,2.01,up,2.02
1728,2010-03-03,2.01,2.01,down,1.99
1729,2010-03-04,2.02,2.01,up,2.02
1730,2010-03-05,2.01,2.0,up,2.02
1731,2010-03-06,2.01,2.0,up,2.02
1732,2010-03-07,2.01,2.0,up,2.02
1733,2010-03-08,2.02,2.0,up,2.01
1734,2010-03-09,2.02,2.0,up,2.01
1735,2010-03-10,1.99,2.0,same,2.0
1736,2010-03-11,2.02,2.0,up,2.01
1737,2010-03-12,2.02,1.99,up,2.01
1738,2010-03-13,2.02,1.97,up,2.01
1739,2010-03-14,2.02,2.02,down,2.01
1740,2010-03-15,2.01,2.02,down,2.01
1741,2010-03-16,2.01,2.02,down,2.0
1742,2010-03-17,2.0,2.02,down,2.0
1743,2010-03-18,2.01,2.02,down,2.01
1744,2010-03-19,2.01,2.02,down,2.0
1745,2010-03-20,2.01,2.02,down,2.0
1746,2010-03-21,2.01,2.02,down,2.0
1747,2010-03-22,2.01,2.01,down,2.0
1748,2010-03-23,2.0,2.01,down,1.99
1749,2010-03-24,2.0,2.01,down,2.0
1750,2010-03-25,2.01,1.98,up,1.99
1751,2010-03-26,2.0,1.92,up,2.0
1752,2010-03-27,2.0,1.9,up,2.0
1753,2010-03-28,2.0,2.02,down,2.0
1754,2010-03-29,2.0,2.02,down,2.0
1755,2010-03-30,1.99,2.02,same,2.02
1756,2010-03-31,2.0,2.02,same,2.02
1757,2010-04-01,1.99,2.02,same,2.02
1758,2010-04-02,2.0,2.02,down,2.0
1759,2010-04-03,2.0,2.01,down,2.0
1760,2010-04-04,2.0,2.02,down,2.0
1761,2010-04-05,2.0,2.01,same,2.01
1762,2010-04-06,2.02,2.01,same,2.01
1763,2010-04-07,2.02,2.01,down,2.0
1764,2010-04-08,2.02,2.02,down,2.0
1765,2010-04-09,2.0,2.02,down,1.99
1766,2010-04-10,2.0,1.99,same,1.99
1767,2010-04-11,2.0,2.02,down,1.99
1768,2010-04-12,2.01,2.02,down,2.0
1769,2010-04-13,2.01,2.02,down,2.0
1770,2010-04-14,2.0,2.02,down,2.01
1771,2010-04-15,2.0,2.01,down,2.0
1772,2010-04-16,1.99,2.01,down,2.0
1773,2010-04-17,1.99,2.0,same,2.0
1774,2010-04-18,1.99,2.01,down,2.0
1775,2010-04-19,2.0,2.01,same,2.01
1776,2010-04-20,2.0,2.01,same,2.01
1777,2010-04-21,2.01,2.01,same,2.01
1778,2010-04-22,2.0,2.01,down,2.0
1779,2010-04-23,2.0,2.0,same,2.0
1780,2010-04-24,2.0,2.0,same,2.0
1781,2010-04-25,2.0,2.01,down,2.0
1782,2010-04-26,2.01,2.0,same,2.0
1783,2010-04-27,2.01,2.0,up,2.05
1784,2010-04-28,2.01,2.0,up,2.05
1785,2010-04-29,2.0,2.0,up,2.02
1786,2010-04-30,2.0,1.99,up,2.01
1787,2010-05-01,2.0,2.0,up,2.01
1788,2010-05-02,2.0,1.99,up,2.01
1789,2010-05-03,2.0,2.0,up,2.01
1790,2010-05-04,2.05,2.0,up,2.01
1791,2010-05-05,2.05,2.0,up,2.01
1792,2010-05-06,2.02,2.0,up,2.01
1793,2010-05-07,2.01,2.02,down,2.01
1794,2010-05-08,2.01,2.02,down,2.01
1795,2010-05-09,2.01,2.02,down,2.01
1796,2010-05-10,2.01,2.0,up,2.02
1797,2010-05-11,2.01,2.0,up,2.01
1798,2010-05-12,2.01,2.0,up,2.01
1799,2010-05-13,2.01,2.01,up,2.02
1800,2010-05-14,2.01,2.01,up,2.02
1801,2010-05-15,2.01,2.0,up,2.02
1802,2010-05-16,2.01,2.0,up,2.02
1803,2010-05-17,2.02,1.99,up,2.02
1804,2010-05-18,2.01,1.99,up,2.02
1805,2010-05-19,2.01,1.99,same,1.99
1806,2010-05-20,2.02,2.0,down,1.98
1807,2010-05-21,2.02,2.0,down,1.98
1808,2010-05-22,2.02,2.01,down,1.98
1809,2010-05-23,2.02,2.0,down,1.98
1810,2010-05-24,2.02,2.0,same,2.0
1811,2010-05-25,2.02,2.0,down,1.99
1812,2010-05-26,1.99,2.0,down,1.99
1813,2010-05-27,1.98,2.01,down,1.99
1814,2010-05-28,1.98,2.01,down,1.98
1815,2010-05-29,1.98,2.01,down,1.98
1816,2010-05-30,1.98,2.0,down,1.98
1817,2010-05-31,2.0,2.0,down,1.99
1818,2010-06-01,1.99,2.0,down,1.95
1819,2010-06-02,1.99,2.0,down,1.97
1820,2010-06-03,1.99,2.0,up,2.02
1821,2010-06-04,1.98,2.05,down,2.02
1822,2010-06-05,1.98,2.05,down,2.02
1823,2010-06-06,1.98,2.02,same,2.02
1824,2010-06-07,1.99,2.01,up,2.02
1825,2010-06-08,1.95,2.01,up,2.02
1826,2010-06-09,1.97,2.01,same,2.01
1827,2010-06-10,2.02,2.01,same,2.01
1828,2010-06-11,2.02,2.01,down,2.0
1829,2010-06-12,2.02,2.01,down,2.0
1830,2010-06-13,2.02,2.01,down,2.0
1831,2010-06-14,2.02,2.01,same,2.01
1832,2010-06-15,2.02,2.01,same,2.01
1833,2010-06-16,2.01,2.01,down,1.97
1834,2010-06-17,2.01,2.02,same,2.02
1835,2010-06-18,2.0,2.01,up,2.02
1836,2010-06-19,2.0,2.01,up,2.02
1837,2010-06-20,2.0,2.02,same,2.02
1838,2010-06-21,2.01,2.02,down,1.99
1839,2010-06-22,2.01,2.02,down,1.95
1840,2010-06-23,1.97,2.02,up,2.03
1841,2010-06-24,2.02,2.02,down,1.99
1842,2010-06-25,2.02,2.02,down,1.99
1843,2010-06-26,2.02,1.99,same,1.99
1844,2010-06-27,2.02,1.98,up,1.99
1845,2010-06-28,1.99,1.98,up,2.01
1846,2010-06-29,1.95,1.98,up,2.05
1847,2010-06-30,2.03,1.98,up,2.04
1848,2010-07-01,1.99,2.0,up,2.02
1849,2010-07-02,1.99,1.99,up,2.26
1850,2010-07-03,1.99,1.99,up,2.26
1851,2010-07-04,1.99,1.99,up,2.26
1852,2010-07-05,2.01,1.98,up,2.27
1853,2010-07-06,2.05,1.98,up,2.26
1854,2010-07-07,2.04,1.98,up,2.26
1855,2010-07-08,2.02,1.99,up,2.27
1856,2010-07-09,2.26,1.95,up,2.25
1857,2010-07-10,2.26,1.97,up,2.25
1858,2010-07-11,2.26,2.02,up,2.25
1859,2010-07-12,2.27,2.02,up,2.26
1860,2010-07-13,2.26,2.02,up,2.27
1861,2010-07-14,2.26,2.02,up,2.27
1862,2010-07-15,2.27,2.02,up,2.27
1863,2010-07-16,2.25,2.02,up,2.27
1864,2010-07-17,2.25,2.01,up,2.27
1865,2010-07-18,2.25,2.01,up,2.27
1866,2010-07-19,2.26,2.0,up,2.27
1867,2010-07-20,2.27,2.0,up,2.27
1868,2010-07-21,2.27,2.0,up,2.27
1869,2010-07-22,2.27,2.01,up,2.28
1870,2010-07-23,2.27,2.01,up,2.28
1871,2010-07-24,2.27,1.97,up,2.28
1872,2010-07-25,2.27,2.02,up,2.28
1873,2010-07-26,2.27,2.02,up,2.28
1874,2010-07-27,2.27,2.02,up,2.27
1875,2010-07-28,2.27,2.02,up,2.27
1876,2010-07-29,2.28,1.99,up,2.28
1877,2010-07-30,2.28,1.95,up,2.27
1878,2010-07-31,2.28,2.03,up,2.27
1879,2010-08-01,2.28,1.99,up,2.27
1880,2010-08-02,2.28,1.99,up,2.28
1881,2010-08-03,2.27,1.99,up,2.28
1882,2010-08-04,2.27,1.99,up,2.29
1883,2010-08-05,2.28,2.01,up,2.27
1884,2010-08-06,2.27,2.05,up,2.27
1885,2010-08-07,2.27,2.04,up,2.27
1886,2010-08-08,2.27,2.02,up,2.27
1887,2010-08-09,2.28,2.26,up,2.27
1888,2010-08-10,2.28,2.26,up,2.27
1889,2010-08-11,2.29,2.26,up,2.27
1890,2010-08-12,2.27,2.27,up,2.28
1891,2010-08-13,2.27,2.26,up,2.28
1892,2010-08-14,2.27,2.26,up,2.28
1893,2010-08-15,2.27,2.27,up,2.28
1894,2010-08-16,2.27,2.25,up,2.26
1895,2010-08-17,2.27,2.25,up,2.3
1896,2010-08-18,2.27,2.25,up,2.3
1897,2010-08-19,2.28,2.26,up,2.28
1898,2010-08-20,2.28,2.27,up,2.28
1899,2010-08-21,2.28,2.27,up,2.28
1900,2010-08-22,2.28,2.27,up,2.28
1901,2010-08-23,2.26,2.27,same,2.27
1902,2010-08-24,2.3,2.27,up,2.28
1903,2010-08-25,2.3,2.27,same,2.27
1904,2010-08-26,2.28,2.27,same,2.27
1905,2010-08-27,2.28,2.27,same,2.27
1906,2010-08-28,2.28,2.27,same,2.27
1907,2010-08-29,2.28,2.28,down,2.27
1908,2010-08-30,2.27,2.28,down,2.26
1909,2010-08-31,2.28,2.28,down,2.26
1910,2010-09-01,2.27,2.28,down,2.27
1911,2010-09-02,2.27,2.28,down,2.27
1912,2010-09-03,2.27,2.27,same,2.27
1913,2010-09-04,2.27,2.27,same,2.27
1914,2010-09-05,2.27,2.28,down,2.27
1915,2010-09-06,2.26,2.27,same,2.27
1916,2010-09-07,2.26,2.27,same,2.27
1917,2010-09-08,2.27,2.27,up,2.28
1918,2010-09-09,2.27,2.28,same,2.28
1919,2010-09-10,2.27,2.28,same,2.28
1920,2010-09-11,2.27,2.29,down,2.28
1921,2010-09-12,2.27,2.27,up,2.28
1922,2010-09-13,2.27,2.27,up,2.28
1923,2010-09-14,2.27,2.27,up,2.28
1924,2010-09-15,2.28,2.27,up,2.28
1925,2010-09-16,2.28,2.27,up,2.28
1926,2010-09-17,2.28,2.27,up,2.28
1927,2010-09-18,2.28,2.27,up,2.28
1928,2010-09-19,2.28,2.28,same,2.28
1929,2010-09-20,2.28,2.28,down,2.27
1930,2010-09-21,2.28,2.28,down,2.27
1931,2010-09-22,2.28,2.28,down,2.26
1932,2010-09-23,2.28,2.26,up,2.27
1933,2010-09-24,2.28,2.3,down,2.27
1934,2010-09-25,2.28,2.3,down,2.27
1935,2010-09-26,2.28,2.28,down,2.27
1936,2010-09-27,2.27,2.28,down,2.24
1937,2010-09-28,2.27,2.28,down,2.18
1938,2010-09-29,2.26,2.28,down,2.2
1939,2010-09-30,2.27,2.27,up,2.28
1940,2010-10-01,2.27,2.28,down,2.27
1941,2010-10-02,2.27,2.27,same,2.27
1942,2010-10-03,2.27,2.27,same,2.27
1943,2010-10-04,2.24,2.27,same,2.27
1944,2010-10-05,2.18,2.27,same,2.27
1945,2010-10-06,2.2,2.27,same,2.27
1946,2010-10-07,2.28,2.26,up,2.28
1947,2010-10-08,2.27,2.26,up,2.27
1948,2010-10-09,2.27,2.27,same,2.27
1949,2010-10-10,2.27,2.27,same,2.27
1950,2010-10-11,2.27,2.27,down,2.26
1951,2010-10-12,2.27,2.27,up,2.28
1952,2010-10-13,2.27,2.27,up,2.29
1953,2010-10-14,2.28,2.27,up,2.28
1954,2010-10-15,2.27,2.27,up,2.28
1955,2010-10-16,2.27,2.28,same,2.28
1956,2010-10-17,2.27,2.28,same,2.28
1957,2010-10-18,2.26,2.28,down,2.25
1958,2010-10-19,2.28,2.28,down,2.24
1959,2010-10-20,2.29,2.28,down,2.24
1960,2010-10-21,2.28,2.28,down,2.24
1961,2010-10-22,2.28,2.28,down,2.26
1962,2010-10-23,2.28,2.28,down,2.26
1963,2010-10-24,2.28,2.28,down,2.26
1964,2010-10-25,2.25,2.28,down,2.24
1965,2010-10-26,2.24,2.28,down,2.23
1966,2010-10-27,2.24,2.28,down,2.24
1967,2010-10-28,2.24,2.27,down,2.24
1968,2010-10-29,2.26,2.27,down,2.24
1969,2010-10-30,2.26,2.26,down,2.24
1970,2010-10-31,2.26,2.27,down,2.24
1971,2010-11-01,2.24,2.27,down,2.24
1972,2010-11-02,2.23,2.27,same,2.27
1973,2010-11-03,2.24,2.27,down,2.26
1974,2010-11-04,2.24,2.24,same,2.24
1975,2010-11-05,2.24,2.18,up,2.24
1976,2010-11-06,2.24,2.2,up,2.24
1977,2010-11-07,2.24,2.28,down,2.24
1978,2010-11-08,2.24,2.27,down,2.24
1979,2010-11-09,2.27,2.27,up,2.49
1980,2010-11-10,2.26,2.27,up,2.5
1981,2010-11-11,2.24,2.27,up,2.5
1982,2010-11-12,2.24,2.27,up,2.5
1983,2010-11-13,2.24,2.27,up,2.5
1984,2010-11-14,2.24,2.28,up,2.5
1985,2010-11-15,2.24,2.27,up,2.51
1986,2010-11-16,2.49,2.27,up,2.52
1987,2010-11-17,2.5,2.27,up,2.54
1988,2010-11-18,2.5,2.26,up,2.5
1989,2010-11-19,2.5,2.28,up,2.5
1990,2010-11-20,2.5,2.29,up,2.5
1991,2010-11-21,2.5,2.28,up,2.5
1992,2010-11-22,2.51,2.28,up,2.5
1993,2010-11-23,2.52,2.28,up,2.51
1994,2010-11-24,2.54,2.28,up,2.5
1995,2010-11-25,2.5,2.25,up,2.5
1996,2010-11-26,2.5,2.24,up,2.5
1997,2010-11-27,2.5,2.24,up,2.5
1998,2010-11-28,2.5,2.24,up,2.5
1999,2010-11-29,2.5,2.26,up,2.5
2000,2010-11-30,2.51,2.26,up,2.52
2001,2010-12-01,2.5,2.26,up,2.52
2002,2010-12-02,2.5,2.24,up,2.51
2003,2010-12-03,2.5,2.23,up,2.5
2004,2010-12-04,2.5,2.24,up,2.5
2005,2010-12-05,2.5,2.24,up,2.5
2006,2010-12-06,2.5,2.24,up,2.5
2007,2010-12-07,2.52,2.24,up,2.49
2008,2010-12-08,2.52,2.24,up,2.49
2009,2010-12-09,2.51,2.24,up,2.5
2010,2010-12-10,2.5,2.27,up,2.49
2011,2010-12-11,2.5,2.26,up,2.49
2012,2010-12-12,2.5,2.24,up,2.49
2013,2010-12-13,2.5,2.24,up,2.5
2014,2010-12-14,2.49,2.24,up,2.52
2015,2010-12-15,2.49,2.24,up,2.53
2016,2010-12-16,2.5,2.24,up,2.5
2017,2010-12-17,2.49,2.49,up,2.5
2018,2010-12-18,2.49,2.5,same,2.5
2019,2010-12-19,2.49,2.5,same,2.5
2020,2010-12-20,2.5,2.5,same,2.5
2021,2010-12-21,2.52,2.5,down,2.49
2022,2010-12-22,2.53,2.5,down,2.49
2023,2010-12-23,2.5,2.51,down,2.49
2024,2010-12-24,2.5,2.52,down,2.51
2025,2010-12-25,2.5,2.54,down,2.51
2026,2010-12-26,2.5,2.5,up,2.51
2027,2010-12-27,2.5,2.5,down,2.49
2028,2010-12-28,2.49,2.5,same,2.5
2029,2010-12-29,2.49,2.5,down,2.49
2030,2010-12-30,2.49,2.5,down,2.49
2031,2010-12-31,2.51,2.51,down,2.49
2032,2011-01-01,2.51,2.5,down,2.49
2033,2011-01-02,2.51,2.5,down,2.49
2034,2011-01-03,2.49,2.5,down,2.49
2035,2011-01-04,2.5,2.5,same,2.5
2036,2011-01-05,2.49,2.5,same,2.5
2037,2011-01-06,2.49,2.5,up,2.74
2038,2011-01-07,2.49,2.52,up,2.74
2039,2011-01-08,2.49,2.52,up,2.74
2040,2011-01-09,2.49,2.51,up,2.74
2041,2011-01-10,2.49,2.5,up,2.74
2042,2011-01-11,2.5,2.5,up,2.76
2043,2011-01-12,2.5,2.5,up,2.77
2044,2011-01-13,2.74,2.5,up,2.75
2045,2011-01-14,2.74,2.49,up,2.75
2046,2011-01-15,2.74,2.49,up,2.75
2047,2011-01-16,2.74,2.5,up,2.75
2048,2011-01-17,2.74,2.49,up,2.75
2049,2011-01-18,2.76,2.49,up,2.75
2050,2011-01-19,2.77,2.49,up,2.74
2051,2011-01-20,2.75,2.5,up,2.74
2052,2011-01-21,2.75,2.52,up,2.74
2053,2011-01-22,2.75,2.53,up,2.74
2054,2011-01-23,2.75,2.5,up,2.74
2055,2011-01-24,2.75,2.5,up,2.75
2056,2011-01-25,2.75,2.5,up,2.75
2057,2011-01-26,2.74,2.5,up,2.75
2058,2011-01-27,2.74,2.5,up,2.75
2059,2011-01-28,2.74,2.49,up,2.75
2060,2011-01-29,2.74,2.49,up,2.75
2061,2011-01-30,2.74,2.49,up,2.75
2062,2011-01-31,2.75,2.51,up,2.75
2063,2011-02-01,2.75,2.51,up,2.78
2064,2011-02-02,2.75,2.51,up,2.77
2065,2011-02-03,2.75,2.49,up,2.75
2066,2011-02-04,2.75,2.5,up,2.75
2067,2011-02-05,2.75,2.49,up,2.75
2068,2011-02-06,2.75,2.49,up,2.75
2069,2011-02-07,2.75,2.49,up,2.75
2070,2011-02-08,2.78,2.49,up,2.74
2071,2011-02-09,2.77,2.49,up,2.75
2072,2011-02-10,2.75,2.49,up,2.75
2073,2011-02-11,2.75,2.5,up,2.75
2074,2011-02-12,2.75,2.5,up,2.75
2075,2011-02-13,2.75,2.74,up,2.75
2076,2011-02-14,2.75,2.74,up,2.75
2077,2011-02-15,2.74,2.74,up,2.75
2078,2011-02-16,2.75,2.74,up,2.75
2079,2011-02-17,2.75,2.74,up,2.76
2080,2011-02-18,2.75,2.76,same,2.76
2081,2011-02-19,2.75,2.77,down,2.76
2082,2011-02-20,2.75,2.75,up,2.76
2083,2011-02-21,2.75,2.75,up,2.76
2084,2011-02-22,2.75,2.75,up,2.76
2085,2011-02-23,2.75,2.75,same,2.75
2086,2011-02-24,2.76,2.75,same,2.75
2087,2011-02-25,2.76,2.75,same,2.75
2088,2011-02-26,2.76,2.74,up,2.75
2089,2011-02-27,2.76,2.74,up,2.75
2090,2011-02-28,2.76,2.74,up,2.76
2091,2011-03-01,2.76,2.74,up,2.75
2092,2011-03-02,2.75,2.74,up,2.75
2093,2011-03-03,2.75,2.75,up,2.99
2094,2011-03-04,2.75,2.75,up,2.97
2095,2011-03-05,2.75,2.75,up,2.97
2096,2011-03-06,2.75,2.75,up,2.97
2097,2011-03-07,2.76,2.75,up,2.96
2098,2011-03-08,2.75,2.75,up,2.99
2099,2011-03-09,2.75,2.75,up,3.0
2100,2011-03-10,2.99,2.75,up,2.99
2101,2011-03-11,2.97,2.78,up,2.99
2102,2011-03-12,2.97,2.77,up,2.99
2103,2011-03-13,2.97,2.75,up,2.99
2104,2011-03-14,2.96,2.75,up,2.99
2105,2011-03-15,2.99,2.75,up,3.01
2106,2011-03-16,3.0,2.75,up,3.02
2107,2011-03-17,2.99,2.75,up,3.0
2108,2011-03-18,2.99,2.74,up,2.99
2109,2011-03-19,2.99,2.75,up,2.99
2110,2011-03-20,2.99,2.75,up,2.99
2111,2011-03-21,2.99,2.75,up,2.99
2112,2011-03-22,3.01,2.75,up,2.98
2113,2011-03-23,3.02,2.75,up,2.98
2114,2011-03-24,3.0,2.75,up,2.98
2115,2011-03-25,2.99,2.75,up,2.98
2116,2011-03-26,2.99,2.75,up,2.98
2117,2011-03-27,2.99,2.76,up,2.98
2118,2011-03-28,2.99,2.76,up,2.99
2119,2011-03-29,2.98,2.76,up,3.03
2120,2011-03-30,2.98,2.76,up,3.04
2121,2011-03-31,2.98,2.76,up,3.01
2122,2011-04-01,2.98,2.76,up,3.01
2123,2011-04-02,2.98,2.75,up,3.01
2124,2011-04-03,2.98,2.75,up,3.01
2125,2011-04-04,2.99,2.75,up,3.01
2126,2011-04-05,3.03,2.75,up,3.0
2127,2011-04-06,3.04,2.75,up,3.01
2128,2011-04-07,3.01,2.76,up,3.01
2129,2011-04-08,3.01,2.75,up,3.01
2130,2011-04-09,3.01,2.75,up,3.01
2131,2011-04-10,3.01,2.99,up,3.01
2132,2011-04-11,3.01,2.97,up,3.0
2133,2011-04-12,3.0,2.97,up,3.03
2134,2011-04-13,3.01,2.97,up,3.04
2135,2011-04-14,3.01,2.96,up,3.02
2136,2011-04-15,3.01,2.99,up,3.02
2137,2011-04-16,3.01,3.0,up,3.02
2138,2011-04-17,3.01,2.99,up,3.02
2139,2011-04-18,3.0,2.99,up,3.02
2140,2011-04-19,3.03,2.99,up,3.02
2141,2011-04-20,3.04,2.99,up,3.01
2142,2011-04-21,3.02,2.99,up,3.01
2143,2011-04-22,3.02,3.01,up,3.02
2144,2011-04-23,3.02,3.02,same,3.02
2145,2011-04-24,3.02,3.0,up,3.02
2146,2011-04-25,3.02,2.99,up,3.01
2147,2011-04-26,3.02,2.99,up,3.01
2148,2011-04-27,3.01,2.99,up,3.01
2149,2011-04-28,3.01,2.99,up,3.01
2150,2011-04-29,3.02,2.98,up,3.01
2151,2011-04-30,3.02,2.98,up,3.01
2152,2011-05-01,3.02,2.98,up,3.01
2153,2011-05-02,3.01,2.98,up,3.05
2154,2011-05-03,3.01,2.98,up,3.05
2155,2011-05-04,3.01,2.98,up,3.03
2156,2011-05-05,3.01,2.99,up,3.02
2157,2011-05-06,3.01,3.03,down,3.02
2158,2011-05-07,3.01,3.04,down,3.02
2159,2011-05-08,3.01,3.01,up,3.02
2160,2011-05-09,3.05,3.01,up,3.03
2161,2011-05-10,3.05,3.01,up,3.03
2162,2011-05-11,3.03,3.01,up,3.03
2163,2011-05-12,3.02,3.01,up,3.02
2164,2011-05-13,3.02,3.0,up,3.02
2165,2011-05-14,3.02,3.01,up,3.02
2166,2011-05-15,3.02,3.01,up,3.02
2167,2011-05-16,3.03,3.01,up,3.02
2168,2011-05-17,3.03,3.01,up,3.06
2169,2011-05-18,3.03,3.01,up,3.05
2170,2011-05-19,3.02,3.0,up,3.02
2171,2011-05-20,3.02,3.03,same,3.03
2172,2011-05-21,3.02,3.04,down,3.03
2173,2011-05-22,3.02,3.02,up,3.03
2174,2011-05-23,3.02,3.02,up,3.03
2175,2011-05-24,3.06,3.02,up,3.03
2176,2011-05-25,3.05,3.02,same,3.02
2177,2011-05-26,3.02,3.02,same,3.02
2178,2011-05-27,3.03,3.02,down,3.0
2179,2011-05-28,3.03,3.01,down,3.0
2180,2011-05-29,3.03,3.01,down,3.0
2181,2011-05-30,3.03,3.02,down,3.0
2182,2011-05-31,3.03,3.02,up,3.04
2183,2011-06-01,3.02,3.02,down,3.01
2184,2011-06-02,3.02,3.01,up,3.02
2185,2011-06-03,3.0,3.01,up,3.26
2186,2011-06-04,3.0,3.01,up,3.26
2187,2011-06-05,3.0,3.01,up,3.26
2188,2011-06-06,3.0,3.01,up,3.26
2189,2011-06-07,3.04,3.01,up,3.27
2190,2011-06-08,3.01,3.01,up,3.26
2191,2011-06-09,3.02,3.05,up,3.26
2192,2011-06-10,3.26,3.05,up,3.26
2193,2011-06-11,3.26,3.03,up,3.26
2194,2011-06-12,3.26,3.02,up,3.26
2195,2011-06-13,3.26,3.02,up,3.26
2196,2011-06-14,3.27,3.02,up,3.29
2197,2011-06-15,3.26,3.02,up,3.29
2198,2011-06-16,3.26,3.03,up,3.26
2199,2011-06-17,3.26,3.03,up,3.26
2200,2011-06-18,3.26,3.03,up,3.26
2201,2011-06-19,3.26,3.02,up,3.26
2202,2011-06-20,3.26,3.02,up,3.26
2203,2011-06-21,3.29,3.02,up,3.26
2204,2011-06-22,3.29,3.02,up,3.26
2205,2011-06-23,3.26,3.02,up,3.28
2206,2011-06-24,3.26,3.06,up,3.26
2207,2011-06-25,3.26,3.05,up,3.26
2208,2011-06-26,3.26,3.02,up,3.26
2209,2011-06-27,3.26,3.03,up,3.26
2210,2011-06-28,3.26,3.03,up,3.3
2211,2011-06-29,3.26,3.03,up,3.27
2212,2011-06-30,3.28,3.03,up,3.26
2213,2011-07-01,3.26,3.03,up,3.26
2214,2011-07-02,3.26,3.02,up,3.26
2215,2011-07-03,3.26,3.02,up,3.26
2216,2011-07-04,3.26,3.0,up,3.26
2217,2011-07-05,3.3,3.0,up,3.26
2218,2011-07-06,3.27,3.0,up,3.26
2219,2011-07-07,3.26,3.0,up,3.27
2220,2011-07-08,3.26,3.04,up,3.26
2221,2011-07-09,3.26,3.01,up,3.26
2222,2011-07-10,3.26,3.02,up,3.26
2223,2011-07-11,3.26,3.26,same,3.26
2224,2011-07-12,3.26,3.26,same,3.26
2225,2011-07-13,3.26,3.26,up,3.27
2226,2011-07-14,3.27,3.26,same,3.26
2227,2011-07-15,3.26,3.27,down,3.26
2228,2011-07-16,3.26,3.26,same,3.26
2229,2011-07-17,3.26,3.26,same,3.26
2230,2011-07-18,3.26,3.26,same,3.26
2231,2011-07-19,3.26,3.26,same,3.26
2232,2011-07-20,3.27,3.26,same,3.26
2233,2011-07-21,3.26,3.26,same,3.26
2234,2011-07-22,3.26,3.29,down,3.27
2235,2011-07-23,3.26,3.29,down,3.27
2236,2011-07-24,3.26,3.26,up,3.27
2237,2011-07-25,3.26,3.26,same,3.26
2238,2011-07-26,3.26,3.26,same,3.26
2239,2011-07-27,3.26,3.26,down,3.25
2240,2011-07-28,3.26,3.26,down,3.25
2241,2011-07-29,3.27,3.26,same,3.26
2242,2011-07-30,3.27,3.26,same,3.26
2243,2011-07-31,3.27,3.28,down,3.26
2244,2011-08-01,3.26,3.26,down,3.25
2245,2011-08-02,3.26,3.26,up,3.31
2246,2011-08-03,3.25,3.26,up,3.29
2247,2011-08-04,3.25,3.26,down,3.25
2248,2011-08-05,3.26,3.3,down,3.24
2249,2011-08-06,3.26,3.27,down,3.24
2250,2011-08-07,3.26,3.26,down,3.24
2251,2011-08-08,3.25,3.26,down,3.24
2252,2011-08-09,3.31,3.26,down,3.22
2253,2011-08-10,3.29,3.26,down,3.2
2254,2011-08-11,3.25,3.26,down,3.22
2255,2011-08-12,3.24,3.26,down,3.23
2256,2011-08-13,3.24,3.26,down,3.23
2257,2011-08-14,3.24,3.27,down,3.23
2258,2011-08-15,3.24,3.26,down,3.2
2259,2011-08-16,3.22,3.26,down,3.25
2260,2011-08-17,3.2,3.26,same,3.26
2261,2011-08-18,3.22,3.26,same,3.26
2262,2011-08-19,3.23,3.26,same,3.26
2263,2011-08-20,3.23,3.27,down,3.26
2264,2011-08-21,3.23,3.26,same,3.26
2265,2011-08-22,3.2,3.26,same,3.26
