,date,RATE,RATE_30days_ago,change,RATE_7days
0,2005-06-09,3.28,3.29,down,3.27
1,2005-06-10,3.29,3.3,down,3.27
2,2005-06-11,3.29,3.3,down,3.27
3,2005-06-12,3.29,3.3,down,3.27
4,2005-06-13,3.28,3.29,down,3.27
5,2005-06-14,3.29,3.29,down,3.2
6,2005-06-15,3.28,3.29,down,3.21
7,2005-06-16,3.27,3.29,down,3.27
8,2005-06-17,3.27,3.29,down,3.27
9,2005-06-18,3.27,3.29,down,3.27
10,2005-06-19,3.27,3.19,up,3.27
11,2005-06-20,3.27,3.23,up,3.27
12,2005-06-21,3.2,3.23,up,3.26
13,2005-06-22,3.21,3.23,up,3.26
14,2005-06-23,3.27,3.29,up,3.3
15,2005-06-24,3.27,3.29,down,3.26
16,2005-06-25,3.27,3.29,down,3.26
17,2005-06-26,3.27,3.29,down,3.26
18,2005-06-27,3.27,3.29,down,3.25
19,2005-06-28,3.26,3.29,down,3.23
20,2005-06-29,3.26,3.29,down,3.09
21,2005-06-30,3.3,3.29,down,3.03
22,2005-07-01,3.26,3.29,down,3.12
23,2005-07-02,3.26,3.28,down,3.12
24,2005-07-03,3.26,3.28,down,3.12
25,2005-07-04,3.25,3.21,same,3.21
26,2005-07-05,3.23,3.21,same,3.21
27,2005-07-06,3.09,3.21,up,3.27
28,2005-07-07,3.03,3.21,up,3.27
29,2005-07-08,3.12,3.2,up,3.26
30,2005-07-09,3.12,3.28,down,3.26
31,2005-07-10,3.12,3.28,down,3.26
32,2005-07-11,3.21,3.29,down,3.26
33,2005-07-12,3.21,3.29,down,3.27
34,2005-07-13,3.27,3.29,down,3.27
35,2005-07-14,3.27,3.28,down,3.21
36,2005-07-15,3.26,3.29,same,3.29
37,2005-07-16,3.26,3.28,up,3.29
38,2005-07-17,3.26,3.27,up,3.29
39,2005-07-18,3.26,3.27,up,3.28
40,2005-07-19,3.27,3.27,same,3.27
41,2005-07-20,3.27,3.27,same,3.27
42,2005-07-21,3.21,3.27,up,3.28
43,2005-07-22,3.29,3.2,up,3.27
44,2005-07-23,3.29,3.21,up,3.27
45,2005-07-24,3.29,3.27,same,3.27
46,2005-07-25,3.28,3.27,same,3.27
47,2005-07-26,3.27,3.27,same,3.27
48,2005-07-27,3.27,3.27,same,3.27
49,2005-07-28,3.28,3.27,same,3.27
50,2005-07-29,3.27,3.26,down,3.23
51,2005-07-30,3.27,3.26,down,3.23
52,2005-07-31,3.27,3.3,down,3.23
53,2005-08-01,3.27,3.26,same,3.26
54,2005-08-02,3.27,3.26,same,3.26
55,2005-08-03,3.27,3.26,same,3.26
56,2005-08-04,3.27,3.25,up,3.26
57,2005-08-05,3.23,3.23,up,3.25
58,2005-08-06,3.23,3.09,up,3.25
59,2005-08-07,3.23,3.03,up,3.25
60,2005-08-08,3.26,3.12,up,3.25
61,2005-08-09,3.26,3.12,up,3.24
62,2005-08-10,3.26,3.12,up,3.24
63,2005-08-11,3.26,3.21,up,3.24
64,2005-08-12,3.25,3.21,same,3.21
65,2005-08-13,3.25,3.27,down,3.21
66,2005-08-14,3.25,3.27,down,3.21
67,2005-08-15,3.25,3.26,down,3.19
68,2005-08-16,3.24,3.26,down,3.24
69,2005-08-17,3.24,3.26,down,3.24
70,2005-08-18,3.24,3.26,down,3.24
71,2005-08-19,3.21,3.27,down,3.23
72,2005-08-20,3.21,3.27,down,3.23
73,2005-08-21,3.21,3.21,up,3.23
74,2005-08-22,3.19,3.29,down,3.24
75,2005-08-23,3.24,3.29,down,3.24
76,2005-08-24,3.24,3.29,down,3.25
77,2005-08-25,3.24,3.28,down,3.25
78,2005-08-26,3.23,3.27,down,3.25
79,2005-08-27,3.23,3.27,down,3.25
80,2005-08-28,3.23,3.28,down,3.25
81,2005-08-29,3.24,3.27,down,3.25
82,2005-08-30,3.24,3.27,down,3.22
83,2005-08-31,3.25,3.27,down,3.2
84,2005-09-01,3.25,3.27,down,3.24
85,2005-09-02,3.25,3.27,down,3.23
86,2005-09-03,3.25,3.27,down,3.23
87,2005-09-04,3.25,3.27,down,3.23
88,2005-09-05,3.25,3.23,same,3.23
89,2005-09-06,3.22,3.23,up,3.24
90,2005-09-07,3.2,3.23,up,3.24
91,2005-09-08,3.24,3.26,down,3.25
92,2005-09-09,3.23,3.26,down,3.24
93,2005-09-10,3.23,3.26,down,3.24
94,2005-09-11,3.23,3.26,down,3.24
95,2005-09-12,3.23,3.25,down,3.24
96,2005-09-13,3.24,3.25,down,3.24
97,2005-09-14,3.24,3.25,down,3.2
98,2005-09-15,3.25,3.25,down,3.22
99,2005-09-16,3.24,3.24,up,3.25
100,2005-09-17,3.24,3.24,up,3.25
101,2005-09-18,3.24,3.24,up,3.25
102,2005-09-19,3.24,3.21,up,3.25
103,2005-09-20,3.24,3.21,up,3.24
104,2005-09-21,3.2,3.21,up,3.25
105,2005-09-22,3.22,3.19,up,3.26
106,2005-09-23,3.25,3.24,up,3.28
107,2005-09-24,3.25,3.24,up,3.28
108,2005-09-25,3.25,3.24,up,3.28
109,2005-09-26,3.25,3.23,up,3.28
110,2005-09-27,3.24,3.23,up,3.26
111,2005-09-28,3.25,3.23,up,3.25
112,2005-09-29,3.26,3.24,down,3.19
113,2005-09-30,3.28,3.24,down,3.19
114,2005-10-01,3.28,3.25,down,3.19
115,2005-10-02,3.28,3.25,down,3.19
116,2005-10-03,3.28,3.25,up,3.26
117,2005-10-04,3.26,3.25,up,3.5
118,2005-10-05,3.25,3.25,up,3.5
119,2005-10-06,3.19,3.25,up,3.49
120,2005-10-07,3.19,3.22,up,3.49
121,2005-10-08,3.19,3.2,up,3.49
122,2005-10-09,3.19,3.24,up,3.49
123,2005-10-10,3.26,3.23,up,3.5
124,2005-10-11,3.5,3.23,up,3.49
125,2005-10-12,3.5,3.23,up,3.49
126,2005-10-13,3.49,3.23,up,3.47
127,2005-10-14,3.49,3.24,up,3.47
128,2005-10-15,3.49,3.24,up,3.47
129,2005-10-16,3.49,3.25,up,3.47
130,2005-10-17,3.5,3.24,up,3.49
131,2005-10-18,3.49,3.24,up,3.5
132,2005-10-19,3.49,3.24,up,3.5
133,2005-10-20,3.47,3.24,up,3.49
134,2005-10-21,3.47,3.24,up,3.49
135,2005-10-22,3.47,3.2,up,3.49
136,2005-10-23,3.47,3.22,up,3.49
137,2005-10-24,3.49,3.25,up,3.51
138,2005-10-25,3.5,3.25,up,3.51
139,2005-10-26,3.5,3.25,up,3.5
140,2005-10-27,3.49,3.25,up,3.5
141,2005-10-28,3.49,3.24,up,3.45
142,2005-10-29,3.49,3.25,up,3.45
143,2005-10-30,3.49,3.26,up,3.45
144,2005-10-31,3.51,3.28,up,3.52
145,2005-11-01,3.51,3.28,up,3.49
146,2005-11-02,3.5,3.28,up,3.49
147,2005-11-03,3.5,3.28,up,3.49
148,2005-11-04,3.45,3.26,up,3.49
149,2005-11-05,3.45,3.25,up,3.49
150,2005-11-06,3.45,3.19,up,3.49
151,2005-11-07,3.52,3.19,up,3.49
152,2005-11-08,3.49,3.19,up,3.49
153,2005-11-09,3.49,3.19,up,3.49
154,2005-11-10,3.49,3.26,up,3.49
155,2005-11-11,3.49,3.5,down,3.49
156,2005-11-12,3.49,3.5,down,3.49
157,2005-11-13,3.49,3.49,same,3.49
158,2005-11-14,3.49,3.49,down,3.44
159,2005-11-15,3.49,3.49,down,3.46
160,2005-11-16,3.49,3.49,same,3.49
161,2005-11-17,3.49,3.5,same,3.5
162,2005-11-18,3.49,3.49,up,3.5
163,2005-11-19,3.49,3.49,up,3.5
164,2005-11-20,3.49,3.47,up,3.5
165,2005-11-21,3.44,3.47,up,3.49
166,2005-11-22,3.46,3.47,up,3.49
167,2005-11-23,3.49,3.47,up,3.5
168,2005-11-24,3.5,3.49,up,3.5
169,2005-11-25,3.5,3.5,down,3.49
170,2005-11-26,3.5,3.5,down,3.49
171,2005-11-27,3.5,3.49,same,3.49
172,2005-11-28,3.49,3.49,down,3.48
173,2005-11-29,3.49,3.49,down,3.43
174,2005-11-30,3.5,3.49,down,3.47
175,2005-12-01,3.5,3.51,up,3.73
176,2005-12-02,3.49,3.51,up,3.73
177,2005-12-03,3.49,3.5,up,3.73
178,2005-12-04,3.49,3.5,up,3.73
179,2005-12-05,3.48,3.45,up,3.74
180,2005-12-06,3.43,3.45,up,3.74
181,2005-12-07,3.47,3.45,up,3.75
182,2005-12-08,3.73,3.52,up,3.74
183,2005-12-09,3.73,3.49,up,3.74
184,2005-12-10,3.73,3.49,up,3.74
185,2005-12-11,3.73,3.49,up,3.74
186,2005-12-12,3.74,3.49,up,3.74
187,2005-12-13,3.74,3.49,up,3.75
188,2005-12-14,3.75,3.49,up,3.7
189,2005-12-15,3.74,3.49,up,3.68
190,2005-12-16,3.74,3.49,up,3.74
191,2005-12-17,3.74,3.49,up,3.74
192,2005-12-18,3.74,3.49,up,3.74
193,2005-12-19,3.74,3.49,up,3.75
194,2005-12-20,3.75,3.49,up,3.74
195,2005-12-21,3.7,3.49,up,3.74
196,2005-12-22,3.68,3.44,up,3.75
197,2005-12-23,3.74,3.46,up,3.76
198,2005-12-24,3.74,3.49,up,3.76
199,2005-12-25,3.74,3.5,up,3.76
200,2005-12-26,3.75,3.5,up,3.74
201,2005-12-27,3.74,3.5,up,3.74
202,2005-12-28,3.74,3.5,up,3.74
203,2005-12-29,3.75,3.49,up,3.7
204,2005-12-30,3.76,3.49,up,3.69
205,2005-12-31,3.76,3.5,up,3.69
206,2006-01-01,3.76,3.5,up,3.69
207,2006-01-02,3.74,3.49,up,3.74
208,2006-01-03,3.74,3.49,up,3.74
209,2006-01-04,3.74,3.49,up,3.74
210,2006-01-05,3.7,3.48,up,3.74
211,2006-01-06,3.69,3.43,up,3.73
212,2006-01-07,3.69,3.47,up,3.73
213,2006-01-08,3.69,3.73,same,3.73
214,2006-01-09,3.74,3.73,up,3.74
215,2006-01-10,3.74,3.73,up,3.74
216,2006-01-11,3.74,3.73,up,3.74
217,2006-01-12,3.74,3.74,down,3.7
218,2006-01-13,3.73,3.74,down,3.72
219,2006-01-14,3.73,3.75,down,3.72
220,2006-01-15,3.73,3.74,down,3.72
221,2006-01-16,3.74,3.74,same,3.74
222,2006-01-17,3.74,3.74,same,3.74
223,2006-01-18,3.74,3.74,up,3.75
224,2006-01-19,3.7,3.74,up,3.76
225,2006-01-20,3.72,3.75,same,3.75
226,2006-01-21,3.72,3.7,up,3.75
227,2006-01-22,3.72,3.68,up,3.75
228,2006-01-23,3.74,3.74,up,3.75
229,2006-01-24,3.74,3.74,up,3.76
230,2006-01-25,3.75,3.74,up,3.75
231,2006-01-26,3.76,3.75,down,3.74
232,2006-01-27,3.75,3.74,down,3.73
233,2006-01-28,3.75,3.74,down,3.73
234,2006-01-29,3.75,3.75,down,3.73
235,2006-01-30,3.75,3.76,down,3.69
236,2006-01-31,3.76,3.76,down,3.68
237,2006-02-01,3.75,3.76,down,3.74
238,2006-02-02,3.74,3.74,up,3.99
239,2006-02-03,3.73,3.74,up,3.99
240,2006-02-04,3.73,3.74,up,3.99
241,2006-02-05,3.73,3.7,up,3.99
242,2006-02-06,3.69,3.69,up,3.99
243,2006-02-07,3.68,3.69,up,3.99
244,2006-02-08,3.74,3.69,up,3.99
245,2006-02-09,3.99,3.74,up,3.99
246,2006-02-10,3.99,3.74,up,3.98
247,2006-02-11,3.99,3.74,up,3.98
248,2006-02-12,3.99,3.74,up,3.98
249,2006-02-13,3.99,3.73,up,3.98
250,2006-02-14,3.99,3.73,up,3.95
251,2006-02-15,3.99,3.73,up,3.97
252,2006-02-16,3.99,3.74,up,3.99
253,2006-02-17,3.98,3.74,up,3.99
254,2006-02-18,3.98,3.74,up,3.99
255,2006-02-19,3.98,3.7,up,3.99
256,2006-02-20,3.98,3.72,up,3.99
257,2006-02-21,3.95,3.72,up,3.99
258,2006-02-22,3.97,3.72,up,3.99
259,2006-02-23,3.99,3.74,up,3.99
260,2006-02-24,3.99,3.74,up,3.98
261,2006-02-25,3.99,3.75,up,3.98
262,2006-02-26,3.99,3.76,up,3.98
263,2006-02-27,3.99,3.75,up,3.95
264,2006-02-28,3.99,3.75,up,3.94
265,2006-03-01,3.99,3.75,up,3.98
266,2006-03-02,3.99,3.75,up,3.98
267,2006-03-03,3.98,3.76,up,3.98
268,2006-03-04,3.98,3.75,up,3.98
269,2006-03-05,3.98,3.74,up,3.98
270,2006-03-06,3.95,3.73,up,3.98
271,2006-03-07,3.94,3.73,up,3.98
272,2006-03-08,3.98,3.73,up,3.98
273,2006-03-09,3.98,3.69,up,3.98
274,2006-03-10,3.98,3.68,up,3.97
275,2006-03-11,3.98,3.74,up,3.97
276,2006-03-12,3.98,3.99,down,3.97
277,2006-03-13,3.98,3.99,down,3.98
278,2006-03-14,3.98,3.99,down,3.95
279,2006-03-15,3.98,3.99,down,3.92
280,2006-03-16,3.98,3.99,down,3.97
281,2006-03-17,3.97,3.99,down,3.97
282,2006-03-18,3.97,3.99,down,3.97
283,2006-03-19,3.97,3.99,down,3.97
284,2006-03-20,3.98,3.98,same,3.98
285,2006-03-21,3.95,3.98,down,3.97
286,2006-03-22,3.92,3.98,down,3.96
287,2006-03-23,3.97,3.98,down,3.96
288,2006-03-24,3.97,3.95,up,3.97
289,2006-03-25,3.97,3.97,same,3.97
290,2006-03-26,3.97,3.99,down,3.97
291,2006-03-27,3.98,3.99,down,3.97
292,2006-03-28,3.97,3.99,down,3.96
293,2006-03-29,3.96,3.99,down,3.96
294,2006-03-30,3.96,3.99,down,3.93
295,2006-03-31,3.97,3.99,down,3.92
296,2006-04-01,3.97,3.99,down,3.92
297,2006-04-02,3.97,3.99,down,3.92
298,2006-04-03,3.97,3.98,down,3.97
299,2006-04-04,3.96,3.98,down,3.97
300,2006-04-05,3.96,3.98,down,3.97
301,2006-04-06,3.93,3.95,up,3.96
302,2006-04-07,3.92,3.94,up,3.96
303,2006-04-08,3.92,3.98,down,3.96
304,2006-04-09,3.92,3.98,down,3.96
305,2006-04-10,3.97,3.98,down,3.96
306,2006-04-11,3.97,3.98,down,3.96
307,2006-04-12,3.97,3.98,up,3.99
308,2006-04-13,3.96,3.98,down,3.97
309,2006-04-14,3.96,3.98,up,4.0
310,2006-04-15,3.96,3.98,up,4.0
311,2006-04-16,3.96,3.98,up,4.0
312,2006-04-17,3.96,3.97,same,3.97
313,2006-04-18,3.96,3.97,same,3.97
314,2006-04-19,3.99,3.97,same,3.97
315,2006-04-20,3.97,3.98,down,3.97
316,2006-04-21,4.0,3.95,up,3.97
317,2006-04-22,4.0,3.92,up,3.97
318,2006-04-23,4.0,3.97,same,3.97
319,2006-04-24,3.97,3.97,same,3.97
320,2006-04-25,3.97,3.97,same,3.97
321,2006-04-26,3.97,3.97,same,3.97
322,2006-04-27,3.97,3.98,down,3.94
323,2006-04-28,3.97,3.97,down,3.94
324,2006-04-29,3.97,3.96,down,3.94
325,2006-04-30,3.97,3.96,down,3.94
326,2006-05-01,3.97,3.97,down,3.96
327,2006-05-02,3.97,3.97,down,3.96
328,2006-05-03,3.97,3.97,same,3.97
329,2006-05-04,3.94,3.97,same,3.97
330,2006-05-05,3.94,3.96,same,3.96
331,2006-05-06,3.94,3.96,same,3.96
332,2006-05-07,3.94,3.93,up,3.96
333,2006-05-08,3.96,3.92,up,3.96
334,2006-05-09,3.96,3.92,up,3.96
335,2006-05-10,3.97,3.92,up,3.96
336,2006-05-11,3.97,3.97,down,3.96
337,2006-05-12,3.96,3.97,down,3.94
338,2006-05-13,3.96,3.97,down,3.94
339,2006-05-14,3.96,3.96,down,3.94
340,2006-05-15,3.96,3.96,up,3.97
341,2006-05-16,3.96,3.96,same,3.96
342,2006-05-17,3.96,3.96,same,3.96
343,2006-05-18,3.96,3.96,same,3.96
344,2006-05-19,3.94,3.96,down,3.95
345,2006-05-20,3.94,3.99,down,3.95
346,2006-05-21,3.94,3.97,down,3.95
347,2006-05-22,3.97,4.0,down,3.96
348,2006-05-23,3.96,4.0,down,3.96
349,2006-05-24,3.96,4.0,down,3.96
350,2006-05-25,3.96,3.97,down,3.96
351,2006-05-26,3.95,3.97,down,3.95
352,2006-05-27,3.95,3.97,down,3.95
353,2006-05-28,3.95,3.97,down,3.95
354,2006-05-29,3.96,3.97,down,3.94
355,2006-05-30,3.96,3.97,down,3.94
356,2006-05-31,3.96,3.97,up,3.99
357,2006-06-01,3.96,3.97,up,4.2
358,2006-06-02,3.95,3.97,up,4.2
359,2006-06-03,3.95,3.97,up,4.2
360,2006-06-04,3.95,3.94,up,4.2
361,2006-06-05,3.94,3.94,up,4.2
362,2006-06-06,3.94,3.94,up,4.2
363,2006-06-07,3.99,3.94,up,4.2
364,2006-06-08,4.2,3.96,up,4.21
365,2006-06-09,4.2,3.96,up,4.19
366,2006-06-10,4.2,3.97,up,4.19
367,2006-06-11,4.2,3.97,up,4.19
368,2006-06-12,4.2,3.96,up,4.19
369,2006-06-13,4.2,3.96,up,4.19
370,2006-06-14,4.2,3.96,up,4.19
371,2006-06-15,4.21,3.96,up,4.22
372,2006-06-16,4.19,3.96,up,4.2
373,2006-06-17,4.19,3.96,up,4.2
374,2006-06-18,4.19,3.96,up,4.2
375,2006-06-19,4.19,3.94,up,4.2
376,2006-06-20,4.19,3.94,up,4.2
377,2006-06-21,4.19,3.94,up,4.19
378,2006-06-22,4.22,3.97,up,4.2
379,2006-06-23,4.2,3.96,up,4.21
380,2006-06-24,4.2,3.96,up,4.21
381,2006-06-25,4.2,3.96,up,4.21
382,2006-06-26,4.2,3.95,up,4.2
383,2006-06-27,4.2,3.95,up,4.2
384,2006-06-28,4.19,3.95,up,4.2
385,2006-06-29,4.2,3.96,up,4.19
386,2006-06-30,4.21,3.96,up,4.22
387,2006-07-01,4.21,3.96,up,4.22
388,2006-07-02,4.21,3.96,up,4.22
389,2006-07-03,4.2,3.95,up,4.2
390,2006-07-04,4.2,3.95,up,4.2
391,2006-07-05,4.2,3.95,up,4.2
392,2006-07-06,4.19,3.94,up,4.2
393,2006-07-07,4.22,3.94,up,4.21
394,2006-07-08,4.22,3.99,up,4.21
395,2006-07-09,4.22,4.2,up,4.21
396,2006-07-10,4.2,4.2,up,4.21
397,2006-07-11,4.2,4.2,up,4.21
398,2006-07-12,4.2,4.2,up,4.21
399,2006-07-13,4.2,4.2,down,4.19
400,2006-07-14,4.21,4.2,up,4.3
401,2006-07-15,4.21,4.2,up,4.3
402,2006-07-16,4.21,4.21,up,4.3
403,2006-07-17,4.21,4.19,up,4.23
404,2006-07-18,4.21,4.19,up,4.23
405,2006-07-19,4.21,4.19,up,4.23
406,2006-07-20,4.19,4.19,up,4.22
407,2006-07-21,4.3,4.19,up,4.22
408,2006-07-22,4.3,4.19,up,4.22
409,2006-07-23,4.3,4.22,same,4.22
410,2006-07-24,4.23,4.2,up,4.22
411,2006-07-25,4.23,4.2,up,4.21
412,2006-07-26,4.23,4.2,up,4.22
413,2006-07-27,4.22,4.2,up,4.23
414,2006-07-28,4.22,4.2,up,4.29
415,2006-07-29,4.22,4.19,up,4.29
416,2006-07-30,4.22,4.2,up,4.29
417,2006-07-31,4.22,4.21,up,4.25
418,2006-08-01,4.21,4.21,up,4.25
419,2006-08-02,4.22,4.21,up,4.24
420,2006-08-03,4.23,4.2,up,4.49
421,2006-08-04,4.29,4.2,up,4.5
422,2006-08-05,4.29,4.2,up,4.5
423,2006-08-06,4.29,4.19,up,4.5
424,2006-08-07,4.25,4.22,up,4.49
425,2006-08-08,4.25,4.22,up,4.49
426,2006-08-09,4.24,4.22,up,4.49
427,2006-08-10,4.49,4.2,up,4.49
428,2006-08-11,4.5,4.2,up,4.48
429,2006-08-12,4.5,4.2,up,4.48
430,2006-08-13,4.5,4.2,up,4.48
431,2006-08-14,4.49,4.21,up,4.48
432,2006-08-15,4.49,4.21,up,4.47
433,2006-08-16,4.49,4.21,up,4.49
434,2006-08-17,4.49,4.21,up,4.49
435,2006-08-18,4.48,4.21,up,4.49
436,2006-08-19,4.48,4.21,up,4.49
437,2006-08-20,4.48,4.19,up,4.49
438,2006-08-21,4.48,4.3,up,4.48
439,2006-08-22,4.47,4.3,up,4.48
440,2006-08-23,4.49,4.3,up,4.48
441,2006-08-24,4.49,4.23,up,4.49
442,2006-08-25,4.49,4.23,up,4.48
443,2006-08-26,4.49,4.23,up,4.48
444,2006-08-27,4.49,4.22,up,4.48
445,2006-08-28,4.48,4.22,up,4.47
446,2006-08-29,4.48,4.22,up,4.47
447,2006-08-30,4.48,4.22,up,4.43
448,2006-08-31,4.49,4.22,up,4.47
449,2006-09-01,4.48,4.21,up,4.48
450,2006-09-02,4.48,4.22,up,4.48
451,2006-09-03,4.48,4.23,up,4.48
452,2006-09-04,4.47,4.29,up,4.47
453,2006-09-05,4.47,4.29,up,4.47
454,2006-09-06,4.43,4.29,up,4.47
455,2006-09-07,4.47,4.25,up,4.47
456,2006-09-08,4.48,4.25,up,4.47
457,2006-09-09,4.48,4.24,up,4.47
458,2006-09-10,4.48,4.49,down,4.47
459,2006-09-11,4.47,4.5,down,4.47
460,2006-09-12,4.47,4.5,down,4.47
461,2006-09-13,4.47,4.5,down,4.47
462,2006-09-14,4.47,4.49,down,4.48
463,2006-09-15,4.47,4.49,same,4.49
464,2006-09-16,4.47,4.49,same,4.49
465,2006-09-17,4.47,4.49,same,4.49
466,2006-09-18,4.47,4.48,same,4.48
467,2006-09-19,4.47,4.48,down,4.47
468,2006-09-20,4.47,4.48,down,4.47
469,2006-09-21,4.48,4.48,down,4.47
470,2006-09-22,4.49,4.47,up,4.48
471,2006-09-23,4.49,4.49,down,4.48
472,2006-09-24,4.49,4.49,down,4.48
473,2006-09-25,4.48,4.49,down,4.44
474,2006-09-26,4.47,4.49,down,4.44
475,2006-09-27,4.47,4.49,down,4.45
476,2006-09-28,4.47,4.48,down,4.45
477,2006-09-29,4.48,4.48,down,4.45
478,2006-09-30,4.48,4.48,down,4.45
479,2006-10-01,4.48,4.49,down,4.45
480,2006-10-02,4.44,4.48,same,4.48
481,2006-10-03,4.44,4.48,same,4.48
482,2006-10-04,4.45,4.48,down,4.47
483,2006-10-05,4.45,4.47,up,4.48
484,2006-10-06,4.45,4.47,up,4.48
485,2006-10-07,4.45,4.43,up,4.48
486,2006-10-08,4.45,4.47,up,4.48
487,2006-10-09,4.48,4.48,same,4.48
488,2006-10-10,4.48,4.48,same,4.48
489,2006-10-11,4.47,4.48,same,4.48
490,2006-10-12,4.48,4.47,up,4.49
491,2006-10-13,4.48,4.47,up,4.48
492,2006-10-14,4.48,4.47,up,4.48
493,2006-10-15,4.48,4.47,up,4.48
494,2006-10-16,4.48,4.47,up,4.48
495,2006-10-17,4.48,4.47,up,4.48
496,2006-10-18,4.48,4.47,up,4.48
497,2006-10-19,4.49,4.47,up,4.48
498,2006-10-20,4.48,4.47,same,4.47
499,2006-10-21,4.48,4.47,same,4.47
500,2006-10-22,4.48,4.48,down,4.47
501,2006-10-23,4.48,4.49,down,4.48
502,2006-10-24,4.48,4.49,down,4.48
503,2006-10-25,4.48,4.49,down,4.47
504,2006-10-26,4.48,4.48,down,4.47
505,2006-10-27,4.47,4.47,same,4.47
506,2006-10-28,4.47,4.47,same,4.47
507,2006-10-29,4.47,4.47,same,4.47
508,2006-10-30,4.48,4.48,down,4.44
509,2006-10-31,4.48,4.48,up,4.49
510,2006-11-01,4.47,4.48,same,4.48
511,2006-11-02,4.47,4.44,up,4.48
512,2006-11-03,4.47,4.44,up,4.47
513,2006-11-04,4.47,4.45,up,4.47
514,2006-11-05,4.47,4.45,up,4.47
515,2006-11-06,4.44,4.45,up,4.47
516,2006-11-07,4.49,4.45,up,4.47
517,2006-11-08,4.48,4.45,up,4.48
518,2006-11-09,4.48,4.48,same,4.48
519,2006-11-10,4.47,4.48,down,4.47
520,2006-11-11,4.47,4.47,same,4.47
521,2006-11-12,4.47,4.48,down,4.47
522,2006-11-13,4.47,4.48,down,4.47
523,2006-11-14,4.47,4.48,up,4.49
524,2006-11-15,4.48,4.48,up,4.49
525,2006-11-16,4.48,4.48,down,4.47
526,2006-11-17,4.47,4.48,down,4.47
527,2006-11-18,4.47,4.48,down,4.47
528,2006-11-19,4.47,4.49,down,4.47
529,2006-11-20,4.47,4.48,down,4.46
530,2006-11-21,4.49,4.48,down,4.47
531,2006-11-22,4.49,4.48,down,4.47
532,2006-11-23,4.47,4.48,up,4.49
533,2006-11-24,4.47,4.48,down,4.47
534,2006-11-25,4.47,4.48,down,4.47
535,2006-11-26,4.47,4.48,down,4.47
536,2006-11-27,4.46,4.47,same,4.47
537,2006-11-28,4.47,4.47,down,4.46
538,2006-11-29,4.47,4.47,up,4.49
539,2006-11-30,4.49,4.48,down,4.36
540,2006-12-01,4.47,4.48,down,4.46
541,2006-12-02,4.47,4.47,down,4.46
542,2006-12-03,4.47,4.47,down,4.46
543,2006-12-04,4.47,4.47,down,4.45
544,2006-12-05,4.46,4.47,down,4.45
545,2006-12-06,4.49,4.47,same,4.47
546,2006-12-07,4.36,4.44,up,4.47
547,2006-12-08,4.46,4.49,down,4.48
548,2006-12-09,4.46,4.48,same,4.48
549,2006-12-10,4.46,4.48,same,4.48
550,2006-12-11,4.45,4.47,up,4.48
551,2006-12-12,4.45,4.47,up,4.49
552,2006-12-13,4.47,4.47,up,4.5
553,2006-12-14,4.47,4.47,up,4.49
554,2006-12-15,4.48,4.47,up,4.53
555,2006-12-16,4.48,4.48,up,4.53
556,2006-12-17,4.48,4.48,up,4.53
557,2006-12-18,4.48,4.47,up,4.53
558,2006-12-19,4.49,4.47,up,4.56
559,2006-12-20,4.5,4.47,up,4.55
560,2006-12-21,4.49,4.47,up,4.58
561,2006-12-22,4.53,4.49,up,4.6
562,2006-12-23,4.53,4.49,up,4.6
563,2006-12-24,4.53,4.47,up,4.6
564,2006-12-25,4.53,4.47,up,4.6
565,2006-12-26,4.56,4.47,up,4.54
566,2006-12-27,4.55,4.47,up,4.56
567,2006-12-28,4.58,4.46,up,4.67
568,2006-12-29,4.6,4.47,up,4.66
569,2006-12-30,4.6,4.47,up,4.66
570,2006-12-31,4.6,4.49,up,4.66
571,2007-01-01,4.6,4.47,up,4.61
572,2007-01-02,4.54,4.47,up,4.62
573,2007-01-03,4.56,4.47,up,4.67
574,2007-01-04,4.67,4.47,up,4.63
575,2007-01-05,4.66,4.46,up,4.64
576,2007-01-06,4.66,4.49,up,4.64
577,2007-01-07,4.66,4.36,up,4.64
578,2007-01-08,4.61,4.46,up,4.64
579,2007-01-09,4.62,4.46,up,4.64
580,2007-01-10,4.67,4.46,up,4.67
581,2007-01-11,4.63,4.45,up,4.71
582,2007-01-12,4.64,4.45,up,4.58
583,2007-01-13,4.64,4.47,up,4.58
584,2007-01-14,4.64,4.47,up,4.58
585,2007-01-15,4.64,4.48,up,4.61
586,2007-01-16,4.64,4.48,up,4.6
587,2007-01-17,4.67,4.48,up,4.61
588,2007-01-18,4.71,4.48,up,4.62
589,2007-01-19,4.58,4.49,up,4.7
590,2007-01-20,4.58,4.5,up,4.7
591,2007-01-21,4.58,4.49,up,4.7
592,2007-01-22,4.61,4.53,up,4.7
593,2007-01-23,4.6,4.53,up,4.61
594,2007-01-24,4.61,4.53,up,4.61
595,2007-01-25,4.62,4.53,up,4.6
596,2007-01-26,4.7,4.56,up,4.6
597,2007-01-27,4.7,4.55,up,4.6
598,2007-01-28,4.7,4.58,up,4.6
599,2007-01-29,4.7,4.6,down,4.54
600,2007-01-30,4.61,4.6,down,4.46
601,2007-01-31,4.61,4.6,down,4.49
602,2007-02-01,4.6,4.6,down,4.55
603,2007-02-02,4.6,4.54,up,4.55
604,2007-02-03,4.6,4.56,down,4.55
605,2007-02-04,4.6,4.67,down,4.55
606,2007-02-05,4.54,4.66,down,4.56
